image_name,class,color,hu_sum,laplacian_var,curve,gabor,HOG,homogeneity,brightness,haris_corner,fourier,cluster
beach_001.jpg,beach,3,0.0011278486684486,2552.25075122132,10.074418604651164,128.15504455566406,961.0,0.500030637254902,112.6753387451172,11804,494744.384238539,0
beach_002.jpg,beach,3,0.0011125742763722,5027.619883112377,15.363013698630136,128.36643981933594,960.99994,0.8598805147058823,94.40591430664062,12955,516210.5090088876,0
beach_003.jpg,beach,5,0.0010957334020241,455.9148568511009,16.15736040609137,116.09840138753256,960.99994,0.2084558823529411,111.42025756835938,5166,441081.6609410211,0
beach_004.jpg,beach,3,0.001062342617753,3414.8176644882187,11.65912305516266,126.26645278930664,961.0,0.7163756127450981,154.73226928710938,10054,504735.2150373883,0
beach_005.jpg,beach,5,0.0012926975523365,4232.121116027236,12.873429951690822,132.13289388020834,961.0,1.0433823529411763,82.90396118164062,19106,510330.2757469381,0
beach_006.jpg,beach,0,0.0010333387978031,2306.5062931627035,9.091439688715951,123.1134770711263,961.00006,0.3306372549019607,177.97442626953125,8306,493010.2408286831,0
beach_007.jpg,beach,1,0.0010800167842511,5758.431023958838,12.024553571428571,132.90568415323892,961.00006,1.1251838235294118,131.44491577148438,10208,519494.654516422,0
beach_008.jpg,beach,5,0.0011918668265749,1441.7728854380548,10.96606334841629,120.87388102213542,961.0,0.3844975490196076,90.59866333007812,3677,478600.19575614855,0
beach_009.jpg,beach,5,0.0011355965265311,368.6232142203953,18.922727272727272,114.68747965494792,961.0,0.1871629901960785,119.04693603515624,5729,435178.646536834,0
beach_010.jpg,beach,3,0.0011909385177,1378.0922552198172,14.315254237288135,118.1857541402181,961.0,0.3441023284313725,163.6029052734375,2583,477483.22920799785,0
beach_011.jpg,beach,3,0.001051135856216,2176.1175893114414,12.308316430020284,122.73997116088869,961.00006,0.4574754901960786,120.43928527832033,9029,491515.3915071625,0
beach_012.jpg,beach,3,0.0011668833475574,3592.0388040756807,11.125950054288817,127.88791529337566,961.0,0.7390012254901961,131.24720764160156,8201,505886.2341513771,0
beach_013.jpg,beach,5,0.001141726402397,2487.059872265905,13.046332046332047,122.57874043782552,961.0,0.5248161764705882,90.34681701660156,10114,494872.6848965337,0
beach_014.jpg,beach,5,0.0011701293901992,10494.94226916111,12.250439367311072,132.87723541259766,961.0,1.0161764705882357,108.24072265625,32039,528219.4758936749,0
beach_015.jpg,beach,3,0.0011749917406409,5190.8914882605895,11.96451914098973,131.97517267862955,961.0,0.7455882352941179,147.79824829101562,9247,516745.0552208698,0
beach_016.jpg,beach,3,0.0012044394409157,8529.82389149419,12.19496855345912,135.71165084838867,961.0,1.6436427696078433,139.1873779296875,17432,531771.340923643,0
beach_017.jpg,beach,3,0.0012320186070737,27069.98009640514,9.410377358490566,141.8414395650228,961.0,2.8736060049019607,109.06594848632812,34411,563687.6371016994,0
